age_of_driver
28
63
26
25
49
25
45
33
39
85
-1
55
46
28
29
25
23
55
-1
23
30
45
28
38
25
23
35
-1
31
29
32
26
51
-1
48
21
-1
21
56
23
20
-1
29
21
46
-1
44
43
23
47
33
23
26
31
-1
-1
41
-1
27
-1
37
22
56
23
22
24
29
18
32
41
55
23
18
38
-1
-1
58
24
24
26
45
39
27
-1
26
-1
30
44
44
52
41
24
44
43
26
28
29
26
47
28
47
22
52
39
25
37
25
-1
39
58
21
19
33
-1
-1
36
-1
-1
34
29
35
28
-1
30
46
20
27
24
41
58
50
-1
28
-1
-1
26
31
25
34
-1
24
41
42
59
52
24
-1
33
30
-1
37
25
34
26
23
34
27
46
23
18
47
36
36
49
-1
35
25
-1
22
23
48
51
22
45
30
30
26
24
29
28
57
57
31
29
66
32
40
37
20
-1
29
41
-1
21
37
-1
31
45
44
26
21
39
22
29
24
35
48
61
43
46
39
22
34
26
23
35
35
25
27
-1
-1
33
47
21
28
55
58
26
20
51
21
-1
-1
58
30
58
26
18
63
27
-1
52
41
51
39
44
23
52
22
-1
25
41
22
63
21
41
31
53
-1
38
32
23
62
43
39
43
46
25
33
29
-1
47
-1
-1
28
25
35
-1
61
33
20
-1
20
31
46
-1
23
32
32
22
27
-1
24
32
-1
44
28
44
28
29
64
28
-1
39
25
39
22
-1
22
20
36
58
20
-1
22
25
49
23
-1
18
58
50
28
26
50
27
-1
40
-1
23
21
-1
22
63
29
22
24
62
50
40
29
21
50
-1
26
29
40
23
24
-1
20
20
18
21
60
25
43
27
-1
59
29
31
25
-1
52
-1
44
27
-1
-1
20
-1
35
49
33
45
26
-1
50
-1
51
26
38
35
23
42
48
-1
-1
42
25
53
36
-1
25
27
23
22
26
22
45
23
37
29
-1
19
35
66
-1
23
51
-1
30
29
49
-1
43
40
33
22
37
22
26
45
-1
33
22
43
65
29
18
30
29
29
40
37
69
-1
36
50
24
50
37
19
28
-1
43
-1
-1
28
-1
49
65
-1
22
29
32
22
34
52
32
30
42
29
22
25
21
49
22
21
-1
20
31
47
22
21
36
26
50
45
-1
25
32
22
26
-1
50
-1
24
-1
22
-1
39
29
44
40
21
21
33
19
25
25
27
-1
17
-1
38
25
60
28
65
24
-1
23
-1
39
31
29
35
45
26
34
25
21
24
53
31
48
27
60
20
59
61
-1
23
22
30
30
-1
35
28
54
31
21
34
27
49
25
29
25
28
40
37
46
46
-1
-1
60
-1
27
-1
34
60
22
-1
-1
69
27
33
42
26
58
-1
21
22
41
34
-1
29
25
33
35
20
44
49
-1
35
22
63
32
52
44
28
28
45
61
33
-1
34
36
28
-1
22
-1
37
25
18
15
26
37
54
40
33
48
41
49
-1
32
35
38
23
22
25
22
58
33
18
25
-1
32
47
34
20
50
30
48
27
25
-1
21
25
27
44
-1
27
45
30
25
19
33
24
20
27
35
30
25
34
47
22
21
53
-1
27
-1
27
19
34
33
29
20
19
30
62
55
19
20
26
27
57
35
44
23
31
-1
26
29
41
23
27
25
24
19
-1
32
53
30
42
17
59
31
37
-1
22
30
18
32
-1
54
55
25
-1
57
26
29
22
24
22
25
56
39
22
-1
51
26
43
62
47
42
26
27
24
25
40
27
-1
35
42
35
-1
28
26
-1
25
58
32
18
26
-1
35
49
-1
32
31
32
31
51
33
29
19
44
32
32
60
27
22
17
46
19
-1
25
50
25
22
51
28
32
27
-1
52
31
26
17
58
45
-1
24
28
21
46
45
39
35
25
28
24
30
-1
22
20
34
25
55
47
-1
32
48
41
60
-1
18
34
40
26
22
-1
26
32
26
24
25
35
28
-1
26
34
47
24
28
24
31
33
35
-1
58
55
36
50
30
59
40
-1
47
35
25
26
24
32
48
45
49
32
-1
-1
59
30
22
-1
-1
22
27
51
42
27
29
22
31
70
16
23
-1
39
-1
18
21
25
19
30
-1
24
25
23
29
17
19
32
23
32
41
40
57
25
26
28
23
28
-1
23
23
-1
18
56
26
34
26
17
57
18
-1
-1
19
21
53
36
33
-1
41
27
36
31
20
35
32
25
34
41
52
26
43
-1
-1
39
23
41
26
24
55
22
45
32
24
31
31
53
30
31
19
37
-1
22
20
-1
43
21
25
38
-1
59
-1
32
-1
22
24
24
47
30
40
28
24
26
46
27
31
26
30
19
30
27
61
31
27
-1
29
18
44
52
24
24
23
26
32
30
48
28
25
26
47
18
-1
30
-1
52
-1
26
28
19
28
21
46
24
33
26
25
25
27
30
43
59
43
22
41
-1
42
20
47
34
20
19
-1
42
28
-1
40
30
-1
-1
23
35
26
25
-1
31
53
26
28
20
54
22
21
30
60
59
52
31
25
-1
48
27
23
47
59
52
25
31
41
28
20
38
-1
55
19
41
25
26
22
22
59
-1
33
35
30
22
40
27
59
34
21
54
26
24
36
43
36
30
34
-1
42
20
31
38
26
24
39
29
21
25
42
64
36
-1
40
40
-1
-1
41
-1
53
62
46
47
30
51
26
30
31
27
45
31
24
27
49
-1
29
62
39
43
44
45
29
25
26
30
44
52
24
40
54
-1
22
31
41
31
28
36
-1
-1
26
21
23
40
42
24
38
53
24
48
37
59
28
26
26
21
32
22
18
45
34
23
79
46
32
25
38
20
41
60
52
29
36
29
-1
29
58
28
38
41
-1
47
28
32
28
28
20
34
23
-1
24
41
25
36
49
25
32
33
58
28
57
68
25
30
24
54
24
25
32
26
50
55
39
24
27
50
50
27
49
31
26
32
26
22
30
45
-1
33
28
67
33
31
27
77
33
44
19
25
37
20
48
29
22
25
44
22
23
25
43
54
21
33
-1
59
37
27
-1
30
45
52
37
31
25
28
34
35
69
50
50
34
20
45
29
35
79
82
32
53
22
22
55
20
32
21
28
31
40
41
28
26
50
31
-1
-1
53
42
26
31
49
22
27
29
67
21
27
30
29
46
40
18
42
28
57
27
56
19
22
22
51
34
21
42
41
-1
25
32
37
59
-1
50
31
19
24
-1
63
26
40
-1
54
19
46
-1
-1
64
25
-1
-1
32
37
21
26
24
26
43
18
20
26
51
35
33
62
25
16
31
42
58
34
23
42
35
26
26
28
-1
24
18
27
44
60
46
45
76
24
26
43
32
18
69
25
25
21
42
17
40
26
17
49
61
18
37
61
-1
-1
35
20
50
47
33
48
32
30
30
34
26
29
38
20
44
-1
50
-1
22
24
51
30
38
27
-1
22
32
23
23
43
43
25
34
54
37
27
63
19
30
30
57
32
26
48
36
25
29
34
25
62
-1
59
21
31
18
30
38
41
56
24
37
68
16
34
35
34
42
73
22
24
29
29
36
50
27
42
27
22
29
40
28
32
39
-1
44
44
24
47
-1
28
46
18
34
43
39
40
62
33
32
-1
-1
34
31
26
43
24
20
28
29
49
60
49
29
35
30
31
57
63
29
49
44
25
49
37
34
30
52
26
35
21
55
-1
27
26
22
26
23
22
34
46
30
31
35
21
49
42
30
39
18
28
42
29
59
43
51
54
43
28
39
51
45
35
45
64
23
-1
45
50
30
28
52
57
46
30
54
60
28
29
-1
58
18
-1
-1
37
29
68
35
24
-1
21
30
36
33
22
19
28
33
21
37
25
39
29
34
25
23
-1
52
17
17
35
-1
32
23
69
26
27
24
50
51
-1
42
53
-1
-1
33
39
46
46
31
28
48
32
26
56
33
26
33
24
27
44
79
21
40
47
18
30
42
27
25
19
43
27
40
26
24
50
80
-1
-1
45
30
-1
18
24
28
-1
41
50
33
44
-1
-1
56
42
24
25
33
59
56
41
20
33
22
19
20
-1
33
30
77
29
34
41
-1
20
63
35
48
25
63
36
51
39
51
52
36
-1
25
22
26
-1
41
36
33
47
22
37
24
23
43
66
66
41
32
28
48
23
32
26
33
30
28
-1
24
21
40
52
41
33
26
24
-1
54
58
48
23
30
39
79
22
22
22
30
24
28
-1
28
35
-1
45
23
25
24
20
38
34
23
26
43
47
24
37
23
-1
48
-1
-1
45
58
29
48
44
30
-1
32
24
35
20
30
52
67
33
-1
-1
35
-1
44
48
45
21
22
56
39
36
35
45
27
19
35
32
23
57
22
27
43
-1
76
41
33
32
43
28
17
35
39
43
29
-1
45
32
57
31
-1
36
65
29
27
30
27
28
30
35
51
44
25
30
18
48
28
50
27
43
28
45
-1
22
-1
19
63
27
47
61
32
38
38
28
-1
27
25
50
40
23
25
46
40
25
23
25
31
29
34
30
42
21
19
-1
42
27
32
23
44
49
55
21
29
71
19
-1
52
41
-1
35
29
72
32
21
29
26
43
36
28
53
47
56
20
39
41
-1
27
40
28
22
52
24
34
30
52
30
39
34
-1
22
51
-1
-1
36
43
37
37
38
33
29
35
35
45
-1
60
35
24
46
21
56
26
23
17
34
65
56
-1
-1
-1
49
27
37
28
29
26
24
28
-1
40
30
25
52
43
25
34
23
58
33
50
27
50
25
31
22
30
27
51
24
-1
37
24
24
20
31
29
22
26
32
27
18
33
28
30
29
27
56
22
26
25
50
33
19
20
20
43
41
30
52
37
48
38
35
22
-1
18
32
52
46
19
27
34
-1
14
31
22
-1
26
27
57
33
22
-1
30
21
58
49
39
30
23
-1
23
46
53
23
27
35
39
28
30
28
70
28
-1
31
30
46
39
23
58
25
21
-1
24
-1
36
31
35
41
24
25
-1
57
34
55
40
-1
18
-1
-1
36
31
47
-1
42
28
-1
26
28
33
60
33
24
30
31
44
37
-1
44
29
40
32
20
29
40
32
32
23
48
-1
-1
25
24
23
-1
51
24
70
54
16
33
33
23
38
-1
21
22
22
38
28
-1
20
24
38
53
26
53
29
24
28
34
24
22
33
49
-1
35
55
26
-1
50
29
-1
46
-1
44
31
48
42
21
21
19
25
-1
-1
45
26
-1
24
25
41
60
22
28
48
32
26
25
56
-1
17
53
14
26
25
32
35
35
-1
26
-1
33
30
31
60
28
36
-1
21
23
18
27
27
59
25
-1
22
29
40
32
-1
44
30
35
45
45
36
21
23
-1
29
30
20
20
-1
28
51
56
48
20
28
34
49
26
34
39
55
51
20
21
24
25
-1
47
45
-1
30
41
20
27
-1
20
-1
32
32
26
-1
37
28
25
29
41
42
42
28
26
24
46
24
32
22
32
19
38
23
18
43
25
28
47
24
29
26
-1
-1
24
20
29
28
-1
40
38
19
21
22
36
54
41
35
27
31
35
-1
-1
58
20
35
-1
27
46
81
55
23
39
28
36
63
16
52
41
23
-1
-1
32
38
25
23
29
-1
21
42
30
26
19
24
26
30
42
47
36
28
43
31
51
26
-1
42
-1
22
58
23
22
22
43
33
46
16
50
41
22
20
38
24
23
51
57
46
34
37
25
25
53
39
60
26
55
53
30
16
28
25
20
36
-1
46
31
44
27
44
19
36
37
22
43
57
21
22
26
50
57
24
37
52
21
30
28
29
-1
50
19
24
20
28
49
47
-1
32
41
40
41
76
44
20
42
47
26
45
-1
26
24
23
28
57
24
-1
41
-1
51
31
53
44
31
53
-1
58
32
20
22
31
30
63
49
34
19
35
38
40
21
34
20
47
28
45
-1
20
34
42
-1
62
34
36
30
32
25
48
45
58
26
43
39
24
27
17
21
-1
65
30
36
32
25
39
57
26
23
21
49
48
37
29
19
26
28
30
59
48
35
53
-1
29
28
29
19
21
19
32
18
46
32
76
-1
19
23
41
42
35
54
-1
21
31
-1
22
28
32
69
28
64
23
50
-1
53
26
-1
-1
28
41
30
28
41
19
-1
16
40
23
56
39
28
28
42
43
20
33
23
31
23
48
23
28
72
8
60
27
32
44
-1
32
17
30
24
19
17
49
-1
-1
32
31
25
20
31
-1
19
-1
24
30
34
43
28
77
41
55
49
39
37
27
30
71
17
24
-1
34
42
-1
28
-1
43
32
20
21
23
24
31
39
40
21
41
30
27
33
24
18
62
18
53
35
32
40
26
27
32
35
21
34
57
-1
23
45
23
36
36
34
30
28
29
22
68
27
29
41
21
33
31
40
20
63
53
47
35
51
26
24
47
40
45
24
53
35
-1
24
37
20
-1
58
41
21
35
25
42
28
36
21
44
29
-1
30
30
38
38
19
43
-1
30
30
19
28
25
-1
26
16
19
42
50
30
27
-1
-1
22
31
34
23
86
43
18
25
34
-1
18
-1
61
66
44
46
46
44
28
46
25
-1
31
61
22
31
17
45
27
30
24
39
29
45
65
26
49
27
20
41
32
50
25
42
60
25
46
24
24
28
29
45
33
29
49
30
27
37
22
-1
75
-1
37
42
20
32
24
38
22
34
36
18
33
39
73
-1
19
24
-1
-1
23
17
42
50
22
36
54
34
45
40
34
28
24
45
38
50
18
31
30
-1
30
29
27
37
50
-1
24
49
48
53
32
27
27
29
29
26
37
28
29
-1
26
22
24
20
29
36
21
19
25
26
25
26
20
41
66
22
50
21
51
26
50
52
30
-1
17
40
83
30
50
25
24
20
-1
31
28
18
25
41
29
24
36
26
-1
80
30
26
46
77
24
44
27
32
21
29
52
26
55
-1
54
25
53
28
31
-1
32
27
-1
35
48
65
30
-1
25
25
43
35
19
-1
33
18
45
30
24
29
27
36
-1
41
49
22
27
19
17
53
37
-1
77
50
36
52
25
25
30
27
35
37
27
24
52
22
24
58
56
38
34
23
69
-1
34
26
21
20
21
-1
40
40
43
31
24
17
28
31
35
23
18
51
42
21
-1
26
23
26
25
-1
19
45
45
25
51
34
25
27
52
27
41
31
27
31
35
22
38
31
38
29
-1
-1
53
27
35
-1
44
28
35
23
25
32
31
22
23
-1
28
37
-1
48
27
-1
25
45
42
22
57
22
44
22
35
23
34
22
54
34
32
35
24
-1
19
38
38
42
21
35
24
27
31
-1
45
31
24
22
42
27
21
20
21
25
42
33
35
67
-1
61
22
24
50
34
38
24
26
41
49
25
-1
43
18
23
21
25
-1
33
39
51
39
26
55
34
60
47
20
23
75
21
72
50
35
20
25
26
19
29
22
28
18
-1
19
32
54
38
26
31
18
16
25
26
24
21
16
-1
30
32
-1
42
30
36
25
16
43
44
41
41
32
37
22
39
32
39
25
37
62
29
54
34
43
25
60
38
62
-1
16
20
25
19
29
28
24
35
69
-1
58
25
21
32
29
47
-1
25
28
45
16
21
27
38
37
31
58
42
38
19
51
25
-1
30
30
24
-1
33
23
-1
39
34
40
23
25
28
29
57
26
20
41
51
29
24
25
25
24
22
21
35
47
-1
35
46
-1
25
58
29
40
20
44
-1
-1
36
27
25
23
36
-1
-1
19
44
48
21
-1
31
66
23
44
82
28
26
19
28
59
25
23
73
20
21
20
-1
38
28
20
37
16
29
23
20
45
23
25
50
37
27
29
22
24
23
24
30
46
41
26
-1
31
-1
78
21
56
49
28
45
26
30
31
19
41
17
34
25
24
44
-1
58
54
-1
34
49
40
27
-1
42
-1
41
40
16
34
43
27
-1
24
27
23
20
27
22
28
-1
22
44
18
25
35
42
37
49
26
30
30
48
33
31
58
24
50
56
51
28
30
53
53
27
28
48
38
27
26
33
69
18
-1
25
52
24
-1
-1
42
23
27
25
44
53
27
24
22
25
26
56
30
23
33
19
23
18
18
26
45
17
42
24
20
20
39
-1
48
20
25
33
49
24
47
44
60
53
-1
23
32
46
30
54
19
25
-1
52
-1
45
48
22
30
28
24
38
18
31
45
50
-1
38
35
36
-1
26
14
22
18
39
29
23
48
30
26
24
32
26
47
-1
17
51
25
18
-1
26
60
42
47
61
22
23
26
33
28
33
23
43
45
22
34
21
45
26
-1
31
38
23
27
51
19
32
30
30
17
28
34
29
48
40
46
58
-1
-1
30
39
20
35
29
23
58
26
41
29
30
24
22
22
53
53
-1
30
50
55
22
37
21
26
39
48
44
63
28
30
31
50
24
-1
-1
22
-1
27
35
17
38
38
23
19
25
27
51
33
19
-1
42
28
25
35
21
32
21
47
32
39
20
57
-1
30
37
27
20
40
27
41
27
23
23
25
25
21
-1
42
36
24
19
28
55
34
39
18
44
52
25
34
30
25
37
26
57
27
30
57
-1
45
21
22
30
30
-1
24
53
28
52
28
32
40
17
41
-1
29
78
23
25
19
38
17
32
27
30
19
59
29
25
34
27
31
27
27
30
35
27
21
49
21
17
41
34
24
27
18
26
-1
-1
-1
28
51
17
28
28
36
48
27
-1
33
35
25
30
32
45
32
44
12
31
27
42
51
30
23
25
29
33
29
54
28
-1
37
39
22
36
24
51
40
23
68
61
53
35
50
30
24
52
33
74
25
30
43
27
-1
54
27
35
17
30
36
39
21
25
23
20
30
27
28
31
30
33
46
24
24
-1
44
19
55
17
44
53
23
-1
18
42
49
22
55
33
29
-1
-1
-1
31
52
38
32
19
48
30
39
52
55
31
46
30
-1
30
22
41
23
56
24
22
-1
25
29
32
45
23
27
45
23
29
25
-1
28
32
22
-1
24
30
20
33
58
21
22
18
19
-1
23
-1
25
20
44
24
21
44
33
21
44
33
16
20
30
45
24
33
24
32
24
22
26
33
44
22
43
-1
28
-1
-1
28
20
31
51
37
31
20
-1
22
26
22
-1
19
23
60
25
56
37
56
48
43
50
30
28
17
49
25
59
-1
48
-1
27
30
32
-1
22
25
43
29
38
54
49
26
25
-1
24
-1
25
26
28
31
24
36
43
55
23
20
43
16
33
33
19
23
18
29
29
45
33
28
40
23
32
33
32
21
79
24
41
38
30
43
40
54
27
37
50
38
34
23
70
45
31
38
21
35
22
32
50
-1
18
50
58
19
-1
48
37
34
55
19
-1
22
48
45
29
30
57
-1
29
-1
30
19
46
60
25
48
31
39
25
28
-1
31
24
29
-1
-1
55
60
29
24
-1
-1
56
26
28
27
27
22
22
22
35
25
31
20
17
37
-1
45
31
65
45
25
37
-1
25
45
21
31
29
23
45
28
37
34
53
22
43
53
32
56
29
57
27
45
30
26
46
16
40
40
21
-1
43
25
28
20
20
24
20
18
35
32
23
-1
24
44
28
25
36
-1
41
27
37
27
25
34
40
26
22
29
-1
37
65
36
29
26
30
25
50
21
18
20
47
41
34
36
41
30
19
28
27
36
19
86
17
22
46
27
19
29
-1
-1
24
45
27
35
37
28
30
61
19
22
20
18
45
37
39
21
37
-1
25
35
36
-1
27
30
40
38
-1
28
23
52
40
63
-1
27
33
22
31
24
-1
-1
24
24
44
29
24
27
-1
23
27
25
26
22
-1
25
30
31
29
40
22
23
20
30
-1
-1
21
33
22
22
23
40
52
25
21
23
26
46
56
25
35
29
41
30
27
33
30
50
23
27
54
-1
30
20
-1
25
29
24
18
37
39
-1
22
31
40
48
-1
48
32
42
32
36
36
33
54
23
26
34
31
27
26
19
25
34
24
17
33
-1
24
-1
36
22
19
41
51
31
-1
29
32
21
25
19
32
50
54
17
47
29
31
23
49
-1
27
30
-1
51
25
36
26
29
32
-1
22
-1
26
26
-1
26
57
-1
25
20
68
21
46
52
27
19
34
24
27
17
27
30
58
27
-1
29
27
32
-1
27
38
31
50
26
60
52
48
19
27
22
29
35
27
28
-1
30
43
45
39
-1
24
50
25
18
30
30
28
26
44
32
40
35
17
32
29
36
18
33
54
20
63
44
37
45
52
34
21
31
27
23
37
46
56
27
32
37
38
-1
63
-1
-1
26
13
51
25
24
28
27
29
45
56
25
-1
22
24
25
32
27
26
-1
36
33
28
19
36
28
25
41
39
25
46
24
30
19
-1
31
-1
75
23
31
50
23
25
-1
25
44
23
27
25
63
-1
25
31
31
30
21
29
35
23
21
52
-1
18
32
-1
25
20
50
47
-1
39
30
28
31
23
23
51
56
47
24
25
47
31
26
-1
16
30
25
41
25
45
51
77
20
28
26
25
26
51
62
22
48
36
36
45
23
24
-1
29
34
24
22
27
-1
32
56
21
32
21
24
19
31
41
28
21
50
28
24
19
38
20
36
44
47
21
70
20
26
-1
25
25
43
33
30
40
35
25
24
33
25
25
44
17
22
21
21
20
31
30
-1
-1
-1
25
36
24
22
22
54
28
27
26
31
31
-1
32
29
54
50
27
53
18
44
22
24
-1
21
36
-1
25
26
42
19
-1
28
39
31
36
27
19
46
27
29
27
24
80
26
-1
36
26
34
60
25
41
32
57
-1
28
40
35
-1
48
46
30
32
28
26
-1
-1
44
-1
